wages,education,age,sex,language
,6.0,82,Female,English
25.93,18.0,27,Female,French
,12.0,74,Male,English
,17.0,57,Female,English
,7.0,58,Male,Other
,9.0,49,Male,English
,16.0,69,Female,Other
19.2,13.0,57,Male,English
9.75,11.0,60,Male,English
,8.0,55,Male,English
8.79,4.0,45,Female,Other
,15.1,53,Female,English
,10.0,61,Female,Other
17.03,16.1,40,Male,Other
32.52,18.8,42,Male,English
15.66,8.0,54,Male,Other
14.43,12.0,43,Female,English
25.26,13.0,56,Male,English
,10.0,73,Female,English
,10.0,38,Female,English
,12.5,59,Female,English
,8.0,57,Male,English
,10.0,50,Male,French
28.16,19.1,52,Female,English
,11.7,18,Male,English
,14.0,61,Male,French
,10.0,69,Female,English
,11.0,49,Female,Other
,10.0,72,Male,Other
,10.0,70,Female,
15.0,15.0,35,Male,English
14.13,12.9,45,Female,English
,14.5,34,Male,English
,10.0,54,Female,French
,12.0,34,Female,Other
,13.0,51,Female,English
11.94,11.6,45,Female,English
25.5,20.0,29,Male,French
6.7,13.0,19,Male,English
25.0,14.2,40,Female,English
28.8,13.0,48,Male,English
,9.0,65,Female,English
,11.0,58,Male,English
,14.0,63,Male,English
,14.0,77,Female,English
31.15,15.0,64,Male,English
,13.0,66,Female,English
14.94,8.3,48,Female,English
9.85,14.6,21,Female,English
,10.0,16,Male,English
17.4,10.0,31,Female,English
,,58,Male,Other
27.22,17.0,29,Male,French
22.0,16.1,40,Male,English
,10.0,32,Female,English
,9.0,69,Female,English
15.44,13.5,31,Female,English
,13.5,70,Female,English
17.28,15.0,32,Female,Other
23.04,12.5,55,Male,English
18.94,,49,Female,English
,8.0,70,Female,English
,10.0,67,Male,English
,10.0,25,Female,English
,15.0,44,Male,Other
15.79,10.0,52,Male,English
10.71,14.0,21,Male,English
34.9,15.0,30,Female,English
14.08,14.0,51,Male,English
10.0,16.0,25,Male,Other
24.96,17.0,50,Female,English
15.26,12.0,44,Female,English
10.75,15.0,22,Male,Other
,10.6,31,Female,English
,10.5,49,Female,English
21.22,17.0,39,Female,English
,10.0,55,Female,English
9.97,15.5,27,Male,English
,7.0,85,Male,English
,12.0,26,Female,English
18.24,8.0,52,Male,English
8.75,13.0,47,Female,English
8.0,8.0,37,Female,English
14.0,13.0,37,Female,English
12.39,11.0,20,Female,English
17.5,4.1,48,Male,Other
12.0,13.0,25,Female,English
15.2,16.3,26,Female,English
,12.1,21,Female,Other
27.0,16.0,59,Male,English
8.0,11.0,25,Male,English
6.35,12.6,18,Female,English
,11.0,76,Female,English
,11.0,17,Female,English
,10.0,73,Female,English
12.5,13.5,61,Male,Other
9.69,11.0,17,Female,English
23.59,15.0,36,Female,English
6.7,15.0,20,Female,English
6.25,12.0,53,Female,English
10.52,10.0,28,Male,English
,13.0,68,Male,English
,11.0,17,Female,Other
31.6,14.0,31,Female,English
6.51,12.3,19,Male,English
,13.0,53,Female,English
9.83,16.5,26,Female,English
40.64,17.0,46,Male,English
14.0,10.0,37,Male,English
18.94,19.0,54,Male,English
,13.0,68,Female,English
,12.5,35,Female,English
7.8,15.5,23,Male,Other
,8.0,78,Male,English
,,16,Male,
21.16,18.0,30,Male,English
8.0,13.0,30,Female,English
,10.0,36,Female,English
10.75,10.0,19,Male,English
,8.0,70,Male,English
,13.0,64,Male,English
14.93,17.0,24,Female,English
,8.0,71,Female,English
,12.6,45,Male,Other
40.0,19.0,42,Female,English
20.35,12.5,52,Female,Other
6.0,15.0,20,Female,English
,8.0,68,Male,English
13.61,12.0,36,Male,English
30.48,17.0,49,Male,English
17.76,18.0,44,Female,English
7.63,12.8,37,Male,English
12.03,15.0,26,Female,Other
,17.0,23,Female,English
13.0,12.0,48,Female,Other
13.79,13.5,24,Male,English
,17.5,25,Female,English
7.0,10.8,19,Male,English
12.29,12.5,23,Female,English
18.5,8.0,58,Male,English
29.44,17.0,48,Female,English
,11.0,75,Female,English
15.91,15.0,29,Female,English
,9.0,64,Female,English
7.22,16.0,23,Female,English
,10.5,83,Male,English
24.96,16.0,50,Male,English
14.84,13.0,60,Male,English
17.64,12.5,36,Male,English
6.51,16.0,43,Female,English
,13.0,87,Female,English
,12.0,19,Male,
22.68,14.0,41,Male,Other
28.04,10.5,43,Male,English
7.0,12.0,25,Female,English
21.12,19.0,42,Female,English
15.84,17.0,25,Female,French
,10.0,71,Female,English
,13.0,33,Female,Other
17.81,13.0,25,Female,Other
25.92,17.0,47,Male,English
7.61,14.5,30,Female,English
17.28,10.0,31,Female,English
,17.0,58,Female,English
,12.0,42,Female,English
,10.0,35,Male,English
10.17,12.5,36,Female,English
7.0,12.0,35,Female,French
,20.0,39,Male,English
31.2,17.3,52,Male,English
,10.0,61,Female,Other
,17.0,49,Male,English
31.33,20.0,53,Male,English
22.53,12.5,28,Female,English
,17.0,70,Female,English
7.5,10.0,52,Female,English
14.26,10.0,41,Male,French
,9.0,69,Female,English
,7.5,56,Male,Other
,8.0,62,Female,English
12.0,12.0,59,Female,English
19.2,17.0,44,Male,English
15.0,11.5,48,Female,English
22.23,8.0,57,Male,Other
,12.0,56,Male,English
,20.0,60,Male,English
30.0,12.0,61,Female,English
,14.0,62,Female,English
8.42,12.3,58,Female,English
,14.5,30,Male,English
20.0,10.0,34,Male,English
,10.0,61,Female,Other
19.66,10.0,48,Male,English
7.9,12.4,23,Male,English
37.76,15.0,50,Male,English
,11.0,74,Male,English
33.12,20.0,53,Male,French
24.0,9.0,47,Female,English
,13.5,23,Male,English
14.07,15.6,50,Female,
11.52,15.0,35,Female,English
9.58,13.1,19,Male,English
,12.0,47,Female,French
,3.0,91,Male,
,0.0,79,Female,Other
10.45,14.0,28,Female,English
,11.0,58,Female,English
10.0,8.0,61,Male,Other
,8.0,75,Male,English
19.0,14.0,53,Female,English
16.2,16.1,48,Male,English
17.47,14.0,35,Male,English
,8.0,73,Female,English
7.1,12.0,28,Female,English
15.52,16.0,44,Female,English
30.22,11.0,53,Female,English
,10.0,67,Male,English
8.62,13.0,19,Female,English
39.0,17.0,47,Male,English
24.98,13.0,40,Male,English
6.75,12.0,33,Female,English
,6.0,64,Male,English
8.16,,43,Female,English
,12.0,52,Female,English
7.5,12.0,33,Male,English
10.35,15.0,43,Female,English
5.86,11.0,25,Female,English
10.92,12.0,26,Male,English
,11.0,60,Male,Other
,11.0,70,Female,English
,10.0,16,Female,English
,8.0,73,Male,Other
,9.0,67,Female,Other
,4.0,76,Female,English
,17.0,71,Female,English
,12.5,73,Female,English
10.96,13.0,36,Female,English
,11.0,30,Female,English
,12.5,64,Female,English
13.01,9.5,30,Female,English
,5.0,76,Female,Other
,16.0,48,Male,Other
24.0,12.6,42,Male,English
,20.0,34,Male,English
,14.0,58,Female,English
,12.0,22,Male,English
,14.0,33,Male,English
,12.0,53,Female,English
16.0,16.0,26,Female,English
,10.0,69,Female,English
13.71,12.0,63,Female,English
6.25,11.0,17,Female,English
25.14,16.5,43,Male,English
,9.5,40,Male,English
21.33,13.4,34,Male,English
18.64,17.0,29,Male,English
23.55,13.0,48,Male,English
,11.8,19,Female,English
6.7,14.5,19,Male,English
13.83,13.0,33,Female,English
15.0,10.0,45,Male,English
10.56,12.5,39,Male,English
,13.0,38,Male,English
13.23,15.0,58,Male,English
16.96,6.0,54,Female,English
7.0,13.0,59,Female,English
,12.0,84,Female,English
20.94,16.0,28,Male,English
,12.0,22,Male,English
7.2,15.0,43,Female,English
,13.0,49,Female,English
,10.8,57,Male,English
12.75,13.4,31,Male,English
,13.0,50,Male,English
,8.0,55,Female,English
7.34,11.5,65,Female,English
,9.0,73,Female,Other
22.4,12.0,28,Male,English
17.38,13.0,31,Male,English
,11.0,48,Female,English
12.77,12.9,31,Male,English
14.38,12.0,34,Male,English
26.88,17.0,42,Female,English
9.0,14.0,34,Female,English
,16.0,45,Male,English
,,39,Male,
7.03,12.0,18,Female,English
28.64,20.0,51,Female,English
8.72,9.9,32,Female,English
17.99,12.0,56,Male,English
,12.0,61,Male,Other
,10.0,63,Female,English
,10.0,59,Female,English
,10.0,69,Male,Other
,14.0,44,Female,English
10.4,11.9,20,Male,English
6.75,10.3,44,Female,English
17.92,12.0,48,Female,English
,12.5,30,Female,French
6.7,16.0,22,Female,English
,14.0,31,Female,English
13.68,12.0,28,Male,English
,10.0,67,Female,English
,12.0,36,Female,English
12.29,9.0,36,Female,English
12.0,14.0,21,Male,English
,10.5,34,Male,English
,12.5,33,Female,English
,15.0,26,Female,English
27.69,11.0,38,Male,Other
,12.0,46,Female,English
3.0,14.0,44,Female,English
6.0,12.0,18,Male,English
25.0,17.0,24,Female,English
,9.0,63,Male,English
,12.5,72,Female,English
11.0,9.0,42,Female,English
,8.0,74,Female,English
17.01,14.0,37,Female,English
12.63,,50,Female,English
6.0,11.8,19,Female,English
,8.0,71,Male,English
16.0,10.6,47,Female,English
,12.0,37,Female,French
11.51,13.2,36,Male,English
,12.5,63,Female,English
15.81,9.5,51,Male,Other
,15.0,33,Male,Other
,16.0,40,Female,English
,11.0,48,Female,English
27.92,19.0,34,Female,English
30.0,10.0,51,Male,English
14.21,10.5,54,Female,French
,12.5,47,Male,English
,13.0,42,Male,English
,12.0,65,Male,Other
27.14,12.8,35,Male,English
,15.0,35,Female,English
,12.5,59,Male,English
30.32,12.6,56,Male,English
,,57,Female,
27.84,12.0,45,Male,English
,12.0,71,Male,English
11.94,14.6,34,Female,English
12.0,15.0,26,Male,English
28.9,17.0,55,Male,English
,9.0,52,Female,English
,17.1,50,Female,Other
16.5,12.0,42,Male,English
18.16,10.5,40,Female,English
7.0,11.3,18,Male,English
14.0,14.0,23,Male,English
,10.0,68,Male,Other
,14.3,20,Female,English
,5.0,81,Male,Other
,,42,Male,
20.16,12.0,36,Female,
,11.5,34,Male,English
,8.0,57,Female,French
,16.0,59,Female,French
,13.0,37,Male,English
,13.0,30,Female,English
16.8,10.0,52,Male,English
20.0,10.5,51,Male,English
,8.0,66,Female,English
12.0,15.0,36,Female,French
8.76,18.0,23,Male,English
8.2,13.0,57,Female,English
,20.0,35,Male,English
,12.5,69,Female,Other
12.87,12.7,34,Female,French
4.89,12.0,40,Male,Other
15.56,13.4,48,Female,English
,10.2,16,Male,English
17.41,16.0,29,Female,English
9.72,12.0,51,Female,English
,,44,Male,English
6.25,12.0,20,Female,English
,6.0,66,Female,French
19.46,12.4,35,Male,French
,7.0,76,Female,English
,14.5,25,Male,English
7.0,11.0,56,Female,English
,10.0,42,Male,English
21.14,14.0,53,Male,Other
,5.0,63,Male,English
,16.0,62,Female,English
,12.0,27,Female,English
23.77,9.5,65,Male,English
,15.0,38,Female,English
,11.0,17,Male,English
,8.0,57,Female,Other
26.88,,45,Female,English
,12.0,45,Female,English
,16.0,41,Male,Other
,11.0,35,Male,English
,10.0,71,Female,English
,9.0,80,Male,English
,12.0,40,Male,English
25.0,15.0,47,Male,Other
7.0,14.0,19,Female,English
,9.0,81,Female,English
15.33,20.0,29,Male,English
19.95,16.0,28,Male,English
,8.0,66,Female,English
12.75,11.0,42,Male,Other
25.15,16.0,42,Male,French
12.07,10.5,37,Male,English
9.13,15.6,19,Male,English
,8.5,56,Male,English
,16.5,70,Male,English
9.65,13.0,37,Female,Other
,8.0,64,Female,Other
12.0,12.0,34,Male,English
,6.0,38,Female,English
6.5,10.0,16,Male,English
,7.0,61,Female,Other
,5.0,80,Female,French
,13.0,32,Female,English
12.0,13.0,61,Female,English
,17.0,56,Female,English
,13.0,62,Male,French
,8.0,76,Female,Other
,16.0,93,Male,Other
8.0,10.0,30,Female,French
9.83,11.3,21,Female,English
,20.0,68,Male,English
,20.0,43,Female,English
,12.0,67,Male,English
7.5,0.0,35,Female,Other
14.37,1.0,58,Male,English
6.5,12.4,25,Male,English
,14.0,33,Male,English
19.68,10.0,40,Male,English
36.69,,38,Male,Other
9.5,13.5,22,Female,English
6.67,16.0,23,Female,English
23.04,17.0,39,Male,English
,16.0,34,Male,English
16.8,14.0,37,Male,English
,12.0,60,Female,English
,,53,Male,
,10.0,83,Female,English
,10.0,47,Male,English
15.86,10.0,31,Female,English
28.8,8.0,54,Male,English
,,17,Male,English
,11.5,53,Female,Other
17.6,12.5,40,Male,English
10.19,12.0,27,Male,English
,13.0,65,Female,English
13.09,6.0,59,Male,Other
20.64,11.0,41,Male,English
12.92,15.0,35,Female,English
21.6,17.5,50,Male,French
26.4,10.5,49,Male,English
,4.0,81,Female,Other
,12.0,46,Male,French
6.75,15.5,22,Female,English
12.76,12.0,31,Female,English
8.5,15.0,32,Female,English
16.9,10.0,53,Female,English
9.12,13.0,30,Male,English
,9.0,36,Male,French
7.0,13.0,40,Female,English
11.5,11.0,30,Female,English
17.98,17.0,34,Male,English
26.4,14.0,33,Male,English
10.3,10.0,42,Male,English
,9.0,80,Male,Other
,6.0,67,Female,Other
16.79,12.5,38,Male,English
11.65,,25,Female,English
,12.5,28,Female,English
13.28,12.5,54,Female,English
11.0,15.0,28,Female,English
6.7,14.1,26,Female,French
,10.3,26,Male,English
,,40,Male,English
9.6,8.5,54,Female,English
,14.2,64,Female,English
,9.0,75,Female,French
12.8,12.0,27,Female,English
,12.0,68,Female,English
,12.0,70,Female,Other
,11.0,17,Female,English
23.47,13.0,36,Male,English
,13.0,70,Female,English
,9.0,77,Female,English
11.0,10.0,41,Female,English
,5.0,71,Male,Other
9.91,20.0,24,Female,English
7.0,11.0,17,Male,English
,9.0,71,Female,French
,16.0,45,Female,French
,8.0,49,Male,French
8.62,16.0,61,Female,English
,8.0,75,Male,English
17.98,9.0,49,Male,French
18.0,12.0,32,Male,Other
19.19,13.0,53,Female,French
,11.8,18,Male,English
,20.0,43,Male,English
25.6,12.0,44,Female,Other
,10.0,66,Female,English
28.8,18.0,42,Male,English
,12.0,60,Male,Other
24.81,12.0,52,Male,Other
,17.0,32,Female,Other
18.22,15.5,23,Female,English
38.4,19.0,45,Female,English
7.0,15.0,48,Female,English
,7.4,42,Male,French
17.26,12.0,28,Male,English
6.5,11.0,37,Female,English
9.5,11.0,20,Male,English
,16.0,41,Male,English
12.0,11.0,29,Male,English
,10.0,71,Male,English
9.03,,36,Male,French
11.91,13.4,30,Female,English
,,64,Male,
,11.0,61,Female,Other
,10.0,16,Male,English
32.64,18.0,37,Male,English
25.44,16.1,46,Female,English
,18.0,67,Female,French
13.44,11.1,22,Female,English
,8.0,35,Female,English
,18.0,27,Male,English
13.75,9.0,16,Male,English
7.2,12.0,20,Male,English
26.88,20.0,36,Male,English
16.3,12.0,27,Male,English
,8.0,73,Male,English
7.06,13.0,40,Female,English
,9.0,16,Male,English
14.97,13.0,53,Male,English
20.5,16.0,52,Female,English
9.94,15.9,27,Female,English
,11.5,30,Female,English
7.2,14.0,28,Female,English
,11.0,31,Female,English
11.52,20.0,61,Male,English
16.32,11.5,38,Male,English
,18.0,28,Male,English
,11.0,38,Female,Other
,12.0,77,Female,English
10.37,15.0,39,Male,English
15.41,,31,Female,English
,8.0,80,Female,English
,4.0,63,Female,English
,11.0,66,Female,English
14.35,14.0,49,Female,English
10.56,8.0,51,Female,Other
,12.0,71,Female,English
,13.5,68,Female,English
15.53,14.0,38,Male,English
9.58,11.0,17,Female,English
,15.0,31,Male,English
12.95,4.0,54,Male,English
8.5,12.0,27,Female,English
,14.5,38,Male,French
,10.0,43,Male,French
6.7,13.0,18,Male,English
11.07,14.0,42,Male,English
8.57,,39,Female,Other
,12.0,24,Female,English
10.45,8.0,31,Male,English
,15.0,57,Male,English
,16.0,28,Male,Other
13.99,14.0,24,Female,English
,10.5,46,Female,English
13.17,11.0,46,Female,French
,10.0,34,Female,French
17.28,10.0,52,Male,English
,9.0,60,Female,English
10.93,14.0,44,Male,English
3.84,12.0,44,Male,English
8.9,12.0,54,Male,English
6.85,12.0,18,Female,English
14.45,12.5,27,Male,English
,14.5,21,Female,English
14.89,12.0,35,Female,English
,,73,Female,Other
15.87,15.3,33,Male,Other
12.11,15.0,21,Male,English
,11.2,31,Male,English
26.85,16.0,37,Female,English
,13.0,72,Male,English
,9.5,21,Male,French
20.24,14.5,38,Male,English
,12.9,35,Female,English
,10.0,16,Female,English
11.75,12.0,21,Female,English
,,18,Male,English
20.64,15.1,38,Male,English
,11.0,79,Male,English
11.2,16.0,39,Male,English
,17.0,62,Male,English
,13.5,44,Female,English
18.0,15.0,29,Male,Other
15.36,19.9,29,Male,English
12.29,12.0,33,Female,English
7.2,8.0,37,Female,French
6.0,11.0,18,Male,English
,9.0,48,Male,English
,15.3,30,Male,Other
,11.5,19,Female,English
,10.5,79,Female,English
13.04,12.5,33,Female,English
14.85,10.5,30,Male,French
,14.0,66,Male,Other
,15.1,49,Male,English
8.39,11.0,36,Female,English
,12.0,49,Female,English
,0.0,73,Female,English
,5.0,64,Male,Other
24.0,18.0,36,Male,English
10.36,14.5,44,Female,English
18.21,10.0,46,Female,French
15.36,12.2,22,Male,English
,11.0,37,Female,Other
17.62,12.5,33,Male,English
15.39,15.0,55,Female,English
17.92,17.0,28,Female,English
7.0,12.5,50,Female,Other
15.0,13.5,31,Male,English
8.98,14.0,31,Female,Other
6.85,14.1,21,Male,English
15.92,12.5,47,Male,English
,8.0,79,Male,English
,8.0,31,Female,Other
,9.0,66,Female,English
23.04,17.5,41,Male,English
,12.0,66,Male,English
7.0,11.0,16,Male,English
,11.0,43,Male,English
,10.0,52,Female,French
10.0,19.0,26,Male,English
15.71,12.0,40,Male,English
,11.0,41,Female,English
8.98,13.5,22,Female,English
7.07,10.3,18,Female,English
,8.0,30,Female,English
12.0,17.0,23,Male,English
10.0,10.5,36,Male,English
30.72,17.5,45,Male,English
11.19,11.0,21,Male,English
14.4,13.1,25,Male,English
,15.0,35,Female,English
,8.0,76,Male,English
,,71,Female,English
,10.0,76,Male,English
,10.0,31,Male,English
18.24,13.0,33,Male,English
,16.0,43,Male,English
10.95,10.0,25,Female,Other
16.05,10.5,26,Male,English
14.86,8.0,61,Female,Other
6.3,,17,Male,
30.72,14.0,37,Female,Other
,13.0,53,Male,Other
,10.0,73,Male,English
18.24,13.0,41,Female,Other
7.0,12.0,19,Female,English
,13.0,71,Male,English
13.3,13.0,30,Male,Other
30.0,12.0,63,Male,English
,10.0,80,Female,English
,7.0,64,Female,French
,9.0,83,Male,English
,9.0,50,Male,English
,10.0,70,Female,English
,12.0,74,Female,English
9.0,12.0,36,Female,English
19.76,15.5,20,Female,English
14.39,12.0,41,Female,Other
,16.5,65,Female,English
6.0,9.5,60,Female,English
18.72,17.2,48,Male,English
17.0,12.9,30,Male,English
17.91,12.0,24,Male,English
19.92,13.3,30,Male,English
,8.0,81,Female,English
,9.0,63,Female,English
15.36,13.0,34,Female,English
,3.0,43,Female,English
7.91,12.2,31,Female,English
7.92,16.0,28,Male,English
15.36,14.5,40,Female,English
8.12,0.0,53,Female,Other
,17.0,41,Female,English
24.0,14.2,48,Female,English
15.17,20.0,43,Female,English
13.59,14.0,25,Male,English
9.9,13.0,50,Female,English
9.81,12.5,24,Male,French
21.82,12.5,38,Male,English
,11.0,35,Female,English
,11.4,28,Female,English
,9.0,17,Male,English
24.96,17.0,31,Female,English
,8.0,49,Male,English
,7.0,68,Female,Other
7.14,,17,Male,Other
6.77,10.5,46,Female,English
18.92,13.0,53,Male,English
27.66,14.5,40,Male,English
,13.0,69,Female,Other
10.46,15.5,25,Female,English
17.91,14.0,37,Female,English
,11.0,32,Male,English
21.6,17.0,51,Female,English
,12.0,74,Male,English
,19.0,49,Female,English
,10.0,71,Male,English
,17.0,35,Female,English
6.75,12.5,40,Female,English
10.66,,29,Female,English
13.6,11.0,31,Male,English
,12.0,72,Male,English
6.0,15.0,22,Male,English
36.0,11.0,49,Male,English
17.41,13.0,36,Female,English
11.17,15.0,31,Male,English
,17.1,42,Male,English
7.3,11.0,18,Male,English
12.78,15.0,34,Female,English
7.0,12.0,32,Male,English
28.56,20.0,36,Female,English
9.5,12.0,59,Female,English
,11.0,41,Female,English
,14.4,48,Female,English
6.9,12.0,20,Male,English
12.84,11.0,17,Female,English
,12.5,73,Male,English
16.8,11.0,50,Male,English
10.2,10.5,47,Female,English
,8.5,56,Male,English
,12.0,36,Female,English
16.58,12.0,41,Male,English
12.55,8.0,60,Male,English
4.98,15.0,21,Female,English
,16.0,50,Male,Other
15.01,,31,Male,English
,10.0,51,Male,English
14.97,16.6,27,Male,English
3.43,12.6,31,Male,French
,14.0,39,Female,English
4.2,2.0,16,Female,English
,8.0,64,Male,English
18.57,12.0,36,Male,English
,8.0,71,Female,English
21.6,10.0,35,Male,English
17.4,15.0,33,Male,English
,9.0,37,Male,English
21.84,20.0,29,Male,English
,13.0,24,Male,Other
,,16,Female,
18.03,15.1,38,Male,English
12.46,12.0,36,Male,English
16.1,12.5,36,Female,English
21.18,17.0,39,Female,English
,8.0,54,Male,Other
,10.5,46,Female,English
,10.0,59,Male,English
,9.0,41,Female,English
,8.0,80,Female,English
38.4,12.0,39,Male,English
12.22,11.0,26,Male,English
9.72,15.0,28,Male,English
21.57,11.0,34,Male,English
14.81,14.0,36,Female,English
6.81,13.0,18,Male,English
,14.0,56,Male,English
17.67,12.0,43,Male,English
,14.0,28,Female,English
32.6,20.0,38,Male,English
12.8,11.5,46,Female,English
,14.0,66,Female,English
,0.0,63,Female,French
,10.1,33,Male,Other
8.26,11.2,18,Male,English
,8.0,52,Male,English
,12.0,68,Male,English
,11.0,38,Female,English
16.46,12.0,32,Female,Other
,14.0,65,Female,English
28.54,17.0,26,Male,English
,10.0,36,Female,English
7.0,18.3,25,Female,English
29.54,11.5,47,Female,English
,8.0,45,Female,Other
12.07,17.0,25,Male,English
,16.0,70,Male,English
15.67,12.5,43,Female,English
8.0,11.0,22,Female,English
,16.0,55,Female,English
