nuclide,z,n,element,radius,radius_uncert,abundance,abundance_uncert,is_stable,half_life,half_life_uncert,isospin,decay_1,decay_1_pct,decay_1_pct_uncert,decay_2,decay_2_pct,decay_2_pct_uncert,decay_3,decay_3_pct,decay_3_pct_uncert,magnetic_dipole,magnetic_dipole_uncert,electric_quadrupole,electric_quadrupole_uncert,atomic_mass,atomic_mass_uncert,mass_excess,mass_excess_uncert
^{86}_{37}Rb49,37,49,Rb,4.2025,0.0023,,,false,1610668.8,1555.2,,B-,0.999948,5e-6,EC,0.000052,5e-6,,,,-1.6974,0.0016,0.23,0.06,85911167.443,0.214,-82747.003,0.2
^{87}_{37}Rb50,37,50,Rb,4.1989,0.0021,0.2783,0.0002,false,1.56837922093722e18,9467077792377600.0,,B-,1.0,,,,,,,,2.75129,0.00008,0.1335,0.0005,86909180.529,0.006,-84597.802,0.006
^{88}_{37}Rb51,37,51,Rb,4.217,0.0038,,,false,1066.38,1.08,,B-,1.0,,,,,,,,0.50751,0.00002,-0.01,0.11,87911315.59,0.17,-82609.004,0.159
^{89}_{37}Rb52,37,52,Rb,4.2391,0.0074,,,false,919.2,6.0,,B-,1.0,,,,,,,,2.3831,0.0007,0.17,0.03,88912278.136,5.825,-81712.399,5.427
^{90}_{37}Rb53,37,53,Rb,4.2554,0.0102,,,false,158.0,5.0,,B-,1.0,,,,,,,,1.6157,0.0006,0.25,0.07,89914797.557,6.926,-79365.573,6.452
^{91}_{37}Rb54,37,54,Rb,4.2723,0.0131,,,false,58.2,0.3,,B-,1.0,,,,,,,,2.1811,0.0015,0.19,0.05,90916537.261,8.375,-77745.049,7.801
^{92}_{37}Rb55,37,55,Rb,4.2903,0.0163,,,false,4.48,0.03,,B-,1.0,,B-N,0.000107,5e-6,,,,,,,,91919728.477,6.573,-74772.45,6.123
^{93}_{37}Rb56,37,56,Rb,4.3048,0.0187,,,false,5.84,0.02,,B-,1.0,,B-N,0.0139,0.0007000000000000001,,,,1.4092,0.0016,0.21,0.06,92922039.334,8.406,-72619.9,7.83
^{94}_{37}Rb57,37,57,Rb,4.3184,0.0211,,,false,2.702,0.005,,B-,1.0,,B-N,0.105,0.004,,,,1.4981,0.0018,0.2,0.07,93926394.819,2.177,-68562.791,2.029
^{95}_{37}Rb58,37,58,Rb,4.3391,0.0248,,,false,0.3777,0.0008,,B-,1.0,,B-N,0.087,0.003,,,,1.333,0.003,0.26,0.09,94929263.849,21.733,-65890.307,20.245
^{96}_{37}Rb59,37,59,Rb,4.3501,0.0267,,,false,0.203,0.003,,B-,1.0,,B-N,0.133,0.006999999999999999,,,,1.4655,0.0017,0.3,0.09,95934133.398,3.599,-61354.351,3.353
^{97}_{37}Rb60,37,60,Rb,4.4231,0.0395,,,false,0.1691,0.0006,,B-,1.0,,B-N,0.255,0.009000000000000001,B-2N,,,1.84,0.002,0.7015,,96937177.117,2.052,-58519.145,1.912
^{98}_{37}Rb61,37,61,Rb,4.4336,0.0414,,,false,0.115,0.006,,B-,1.0,,B-N,0.14300000000000002,0.009000000000000001,B-2N,0.00054,0.00008,1.784,0.001,,,97941632.317,17.265,-54369.152,16.083
^{99}_{37}Rb62,37,62,Rb,,,,,false,0.054,0.004,,B-,1.0,,B-N,0.198,0.02,B-2N,,,,,,,98945119.19,4.327,-51121.15,4.031
^{100}_{37}Rb63,37,63,Rb,,,,,false,0.052,0.002,,B-,1.0,,B-N,0.055999999999999994,0.012,B-2N,0.0015,0.0005,,,,,99950331.532,14.089,-46265.884,13.124
^{101}_{37}Rb64,37,64,Rb,,,,,false,0.032,0.005,,B-,1.0,,B-N,0.28,0.04,,,,,,,,100954302.0,22.0,-42567.417,20.493
^{102}_{37}Rb65,37,65,Rb,,,,,false,0.037,0.005,,B-,1.0,,B-N,0.18,0.08,,,,,,,,101960008.0,89.0,-37252.312,82.903
^{103}_{37}Rb66,37,66,Rb,,,,,false,0.023,0.011,,B-,1.0,,B-N,,,B-2N,,,,,,,102964401.0,429.0,-33160.0,400.0
^{104}_{37}Rb67,37,67,Rb,,,,,false,,,,B-,1.0,,B-N,,,B-2N,,,,,,,103970531.0,537.0,-27450.0,500.0
^{105}_{37}Rb68,37,68,Rb,,,,,false,,,,B-,1.0,,B-N,,,B-2N,,,,,,,,,,
^{106}_{37}Rb69,37,69,Rb,,,,,false,,,,B-,1.0,,B-3N,,,B-2N,,,,,,,,,,
^{73}_{38}Sr35,38,35,Sr,,,,,false,0.025,,,EC+B+,1.0,,ECP,,,,,,,,,,72965700.0,430.0,-31950.0,401.0
^{74}_{38}Sr36,38,36,Sr,,,,,false,0.027,0.008,,EC+B+,1.0,,ECP,,,,,,,,,,73956170.0,107.0,-40827.0,100.0
^{75}_{38}Sr37,38,37,Sr,,,,,false,0.088,0.003,,EC+B+,1.0,,ECP,0.052000000000000005,0.009000000000000001,,,,,,,,74949952.767,236.183,-46618.702,220.003
^{76}_{38}Sr38,38,38,Sr,,,,,false,7.89,0.07,,EC+B+,1.0,,ECP,3.4e-7,8e-8,,,,,,,,75941762.76,37.0,-54247.645,34.465
^{77}_{38}Sr39,38,39,Sr,4.2569,0.0044,,,false,9.0,0.2,,EC+B+,1.0,,ECP,0.0008,0.0003,,,,-0.348,0.004,1.27,0.05,76937945.454,8.5,-57803.443,7.918
^{78}_{38}Sr40,38,40,Sr,4.2561,0.004,,,false,160.0,8.0,,EC+B+,1.0,,,,,,,,,,,,77932179.979,8.0,-63173.949,7.452
^{79}_{38}Sr41,38,41,Sr,4.2586,0.0039,,,false,135.0,6.0,,EC+B+,1.0,,,,,,,,-0.474,0.004,0.661,0.006,78929704.692,7.967,-65479.664,7.421
^{80}_{38}Sr42,38,42,Sr,4.2562,0.0037,,,false,6378.0,90.0,,EC+B+,1.0,,,,,,,,,,,,79924517.538,3.718,-70311.467,3.464
^{81}_{38}Sr43,38,43,Sr,4.2547,0.0034,,,false,1338.0,24.0,,EC+B+,1.0,,,,,,,,0.543,0.004,,,80923211.393,3.358,-71528.134,3.128
^{82}_{38}Sr44,38,44,Sr,4.2478,0.003,,,false,2190240.0,2592.0,,EC,1.0,,,,,,,,2.1,1.6,,,81918399.845,6.432,-76010.062,5.992
^{83}_{38}Sr45,38,45,Sr,4.2455,0.0027,,,false,116676.0,108.0,,EC+B+,1.0,,,,,,,,-0.8295,0.0007,0.708,0.011,82917554.372,7.336,-76797.616,6.834
^{84}_{38}Sr46,38,46,Sr,4.2394,0.0024,0.005600000000000001,0.0002,true,,,,,,,,,,,,,2.0,1.0,,,83913419.118,1.334,-80649.58,1.243
^{85}_{38}Sr47,38,47,Sr,4.2304,0.0021,,,false,5602953.6,604.8,,EC,1.0,,,,,,,,-1.0001,0.0007,0.263,0.014,84912932.041,3.02,-81103.29,2.813
^{86}_{38}Sr48,38,48,Sr,4.2307,0.002,0.0986,0.002,true,,,,,,,,,,,,,0.8,0.3,,,85909260.72473,0.00563,-84523.09977,0.00524
^{87}_{38}Sr49,38,49,Sr,4.2249,0.0019,0.07,0.002,true,,,,,,,,,,,,,-1.09316,0.00011,0.305,0.002,86908877.49454,0.0055,-84880.07643,0.00513
^{88}_{38}Sr50,38,50,Sr,4.224,0.0018,0.8258,0.0034999999999999996,true,,,,,,,,,,,,,2.4,0.4,,,87905612.253,0.006,-87921.62876,0.00561
^{89}_{38}Sr51,38,51,Sr,4.2407,0.0023,,,false,4368643.2,2160.0,,B-,1.0,,,,,,,,-1.148,0.002,-0.253,0.008,88907450.808,0.098,-86209.026,0.092
^{90}_{38}Sr52,38,52,Sr,4.2611,0.0037,,,false,912310729.925455,946707.77923776,,B-,1.0,,,,,,,,-0.2,0.2,,,89907727.87,1.555,-85950.945,1.449
^{91}_{38}Sr53,38,53,Sr,4.274,0.0046,,,false,34740.0,216.0,,B-,1.0,,,,,,,,-0.885,0.002,0.042,0.01,90910195.942,5.853,-83651.95,5.453
^{92}_{38}Sr54,38,54,Sr,4.2924,0.0064,,,false,9399.6,61.2,,B-,1.0,,,,,,,,,,,,91911038.222,3.675,-82867.371,3.423
^{93}_{38}Sr55,38,55,Sr,4.3026,0.0075,,,false,445.8,1.8,,B-,1.0,,,,,,,,-0.793,0.002,0.24,0.01,92914024.314,8.109,-80085.844,7.554
^{94}_{38}Sr56,38,56,Sr,4.3191,0.0091,,,false,75.3,0.2,,B-,1.0,,,,,,,,,,,,93915355.641,1.785,-78845.721,1.663
^{95}_{38}Sr57,38,57,Sr,4.3305,0.0102,,,false,23.9,0.14,,B-,1.0,,,,,,,,-0.537,0.002,,,94919358.282,6.237,-75117.284,5.81
^{96}_{38}Sr58,38,58,Sr,4.3522,0.0125,,,false,1.07,0.01,,B-,1.0,,,,,,,,,,,,95921719.045,9.089,-72918.248,8.466
^{97}_{38}Sr59,38,59,Sr,4.3625,0.0135,,,false,0.429,0.005,,B-,1.0,,B-N,0.0005,,,,,-0.498,0.002,,,96926375.621,3.633,-68580.674,3.385
^{98}_{38}Sr60,38,60,Sr,4.4377,0.0214,,,false,0.653,0.002,,B-,1.0,,B-N,0.0023,0.0003,,,,-1.0,0.8,-0.5,0.2,97928692.636,3.463,-66422.389,3.226
^{99}_{38}Sr61,38,61,Sr,4.4495,0.0226,,,false,0.269,0.001,,B-,1.0,,B-N,0.001,0.00018999999999999998,,,,-0.261,0.005,0.76,0.04,98932883.604,5.085,-62518.527,4.737
^{100}_{38}Sr62,38,62,Sr,4.464,0.024,,,false,0.2,0.002,,B-,1.0,,B-N,0.0111,0.0021,,,,,,,,99935783.27,7.426,-59817.505,6.918
^{101}_{38}Sr63,38,63,Sr,,,,,false,0.118,0.003,,B-,1.0,,B-N,0.023700000000000002,0.0014000000000000002,,,,,,,,100940606.264,9.103,-55324.914,8.48
^{102}_{38}Sr64,38,64,Sr,,,,,false,0.069,0.006,,B-,1.0,,B-N,0.055,0.015,,,,,,,,101944004.679,72.0,-52159.311,67.068
^{103}_{38}Sr65,38,65,Sr,,,,,false,0.053,0.01,,B-,1.0,,B-2N,,,B-N,,,,,,,102949243.0,215.0,-47280.0,200.0
^{104}_{38}Sr66,38,66,Sr,,,,,false,0.053,0.005,,B-,1.0,,B-2N,,,B-N,,,,,,,103953022.0,322.0,-43760.0,300.0
^{105}_{38}Sr67,38,67,Sr,,,,,false,0.039,0.005,,B-,1.0,,B-N,,,B-2N,,,,,,,104959001.0,537.0,-38190.0,500.0
^{106}_{38}Sr68,38,68,Sr,,,,,false,0.02,0.0075,,B-,1.0,,B-N,,,B-2N,,,,,,,105963177.0,644.0,-34300.0,600.0
^{107}_{38}Sr69,38,69,Sr,,,,,false,3.95e-7,,,B-,,,B-N,,,B-2N,,,,,,,106969672.0,751.0,-28250.0,700.0
^{108}_{38}Sr70,38,70,Sr,,,,,false,,,,B-,1.0,,B-N,,,B-2N,,,,,,,,,,
^{76}_{39}Y37,39,37,Y,,,,,false,2e-7,,,P,,,EC+B+,,,,,,,,,,75958937.0,322.0,-38250.0,300.0
^{77}_{39}Y38,39,38,Y,,,,,false,0.057,0.017,,EC+B+,1.0,,ECP,,,P,,,,,,,76950146.0,218.0,-46439.0,203.0
^{78}_{39}Y39,39,39,Y,,,,,false,0.053,0.008,1,EC+B+,1.0,,ECP,,,,,,,,,,77943990.0,320.0,-52173.0,298.0
^{79}_{39}Y40,39,40,Y,,,,,false,14.8,0.6,,EC+B+,1.0,,ECP,,,,,,,,,,78937946.0,86.0,-57802.935,80.108
^{80}_{39}Y41,39,41,Y,,,,,false,30.1,0.5,,EC+B+,1.0,,ECP,,,,,,,,,,79934354.75,6.701,-61148.162,6.242
^{81}_{39}Y42,39,42,Y,,,,,false,70.4,1.0,,EC+B+,1.0,,,,,,,,,,,,80929454.283,5.802,-65712.919,5.405
^{82}_{39}Y43,39,43,Y,,,,,false,8.3,0.2,,EC+B+,1.0,,,,,,,,,,,,81926930.189,5.902,-68064.097,5.499
^{83}_{39}Y44,39,44,Y,,,,,false,424.8,4.8,,EC+B+,1.0,,,,,,,,2.5,0.5,,,82922484.026,20.0,-72205.672,18.631
^{84}_{39}Y45,39,45,Y,,,,,false,2370.0,48.0,,EC+B+,1.0,,,,,,,,2.31,0.03,,,83920671.06,4.615,-73894.439,4.299
^{85}_{39}Y46,39,46,Y,,,,,false,9648.0,180.0,,EC+B+,1.0,,,,,,,,6.2,0.5,,,84916433.039,20.36,-77842.131,18.965
^{86}_{39}Y47,39,47,Y,4.2513,0.0023,,,false,53064.0,72.0,,EC+B+,1.0,,,,,,,,-1.06,0.06,,,85914886.095,15.182,-79283.1,14.142
^{87}_{39}Y48,39,48,Y,4.2498,0.0022,,,false,287280.0,1080.0,,EC+B+,1.0,,,,,,,,-0.19,0.02,-0.5,0.06,86910876.1,1.21,-83018.387,1.128
^{88}_{39}Y49,39,49,Y,4.2441,0.0021,,,false,9212486.4,1814.4,,EC+B+,1.0,,,,,,,,-0.42,0.01,0.16,0.03,87909501.274,1.61,-84299.029,1.5
^{89}_{39}Y50,39,50,Y,4.243,0.0021,1.0,,true,,,,,,,,,,,,,-0.137298,5e-6,,,88905838.156,0.363,-87711.202,0.339
^{90}_{39}Y51,39,51,Y,4.2573,0.0026,,,false,230580.0,180.0,,B-,1.0,,,,,,,,-1.628,0.008,-0.125,0.011,89907141.749,0.379,-86496.912,0.354
^{91}_{39}Y52,39,52,Y,,,,,false,5055264.0,5184.0,,B-,1.0,,,,,,,,0.1639,0.0008,,,90907298.048,1.978,-86351.321,1.843
^{92}_{39}Y53,39,53,Y,4.2887,0.005,,,false,12744.0,36.0,,B-,1.0,,,,,,,,-0.67,0.02,0.0,0.02,91908945.752,9.798,-84816.494,9.127
^{93}_{39}Y54,39,54,Y,4.3052,0.0065,,,false,36648.0,288.0,,B-,1.0,,,,,,,,-0.139,0.001,-0.64,0.08,92909578.434,11.259,-84227.155,10.488
^{94}_{39}Y55,39,55,Y,4.3142,0.0074,,,false,1122.0,6.0,,B-,1.0,,,,,,,,-0.24,0.02,-0.03,0.03,93911592.062,6.849,-82351.473,6.38
^{95}_{39}Y56,39,56,Y,4.3284,0.0087,,,false,618.0,6.0,,B-,1.0,,,,,,,,-0.16,0.03,,,94912819.697,7.277,-81207.937,6.779
^{96}_{39}Y57,39,57,Y,4.3402,0.0099,,,false,5.34,0.05,,B-,1.0,,,,,,,,,,,,95915909.305,6.521,-78329.986,6.075
^{97}_{39}Y58,39,58,Y,4.358,0.0116,,,false,3.75,0.03,,B-,1.0,,B-N,0.00055,0.00004,,,,-0.12,0.01,-0.76,0.08,96918286.702,7.201,-76115.455,6.708
^{98}_{39}Y59,39,59,Y,4.3711,0.0129,,,false,0.548,0.002,,B-,1.0,,B-N,0.0033,0.0003,,,,2.98,0.02,1.7,0.2,97922394.841,8.501,-72288.748,7.919
^{99}_{39}Y60,39,60,Y,4.4658,0.0223,,,false,1.484,0.007,,B-,1.0,,B-N,0.0177,0.0019,,,,3.18,0.02,1.55,0.17,98924160.839,7.101,-70643.73,6.615
^{100}_{39}Y61,39,61,Y,4.4705,0.0228,,,false,0.732,0.005,,B-,1.0,,B-N,0.0102,0.0006,,,,2.75,0.01,,,99927727.678,12.0,-67321.241,11.179
^{101}_{39}Y62,39,62,Y,4.4863,0.0244,,,false,0.45,0.02,,B-,1.0,,B-N,0.0194,0.0018,,,,3.22,0.02,1.53,0.17,100930160.817,7.601,-65054.787,7.08
^{102}_{39}Y63,39,63,Y,4.4911,0.0249,,,false,0.36,0.04,,B-,1.0,,B-N,0.049,0.012,,,,2.34,0.05,,,101934328.471,4.381,-61172.641,4.081
^{103}_{39}Y64,39,64,Y,,,,,false,0.23,0.02,,B-,1.0,,B-N,0.08,0.03,,,,,,,,102937243.796,12.029,-58457.034,11.206
^{104}_{39}Y65,39,65,Y,,,,,false,0.197,0.004,,B-,1.0,,B-N,0.34,0.1,B-2N,,,,,,,103941943.0,215.0,-54080.0,200.0
^{105}_{39}Y66,39,66,Y,,,,,false,0.107,0.0075,,B-,1.0,,B-N,0.82,,,,,,,,,104945711.0,429.0,-50570.0,400.0
^{106}_{39}Y67,39,67,Y,,,,,false,0.079,0.0075,,B-,1.0,,B-N,,,B-2N,,,,,,,105950842.0,537.0,-45790.0,500.0
^{107}_{39}Y68,39,68,Y,,,,,false,0.0335,0.003,,B-,1.0,,B-N,,,B-2N,,,,,,,106954943.0,537.0,-41970.0,500.0
^{108}_{39}Y69,39,69,Y,,,,,false,0.03,0.005,,B-,1.0,,B-N,,,B-2N,,,,,,,107960515.0,644.0,-36780.0,600.0
^{109}_{39}Y70,39,70,Y,,,,,false,0.025,0.005,,B-,1.0,,,,,,,,,,,,108965131.0,751.0,-32480.0,700.0
^{110}_{39}Y71,39,71,Y,,,,,false,,,,B-,1.0,,B-2N,,,B-N,,,,,,,,,,
^{111}_{39}Y72,39,72,Y,,,,,false,,,,B-,1.0,,B-N,,,B-2N,,,,,,,,,,
^{77}_{40}Zr37,40,37,Zr,,,,,false,,,,EC+B+,,,ECP,,,2P,,,,,,,76966076.0,429.0,-31600.0,400.0
^{78}_{40}Zr38,40,38,Zr,,,,,false,1.7e-7,,,EC+B+,,,,,,,,,,,,,77956146.0,429.0,-40850.0,400.0
^{79}_{40}Zr39,40,39,Zr,,,,,false,0.056,0.03,,EC+B+,1.0,,ECP,,,,,,,,,,78949790.0,322.0,-46770.0,300.0
^{80}_{40}Zr40,40,40,Zr,,,,,false,4.6,0.6,,EC+B+,1.0,,ECP,,,,,,,,,,79941213.0,322.0,-54760.0,300.0
^{81}_{40}Zr41,40,41,Zr,,,,,false,5.5,0.4,,EC+B+,1.0,,ECP,0.0012,0.0002,,,,,,,,80938245.0,99.0,-57524.418,92.218
^{82}_{40}Zr42,40,42,Zr,,,,,false,32.0,5.0,,EC+B+,1.0,,,,,,,,,,,,81931707.497,1.7,-63614.063,1.584
^{83}_{40}Zr43,40,43,Zr,,,,,false,42.0,2.0,,EC+B+,1.0,,ECP,,,,,,,,,,82929240.926,6.902,-65911.659,6.43
^{84}_{40}Zr44,40,44,Zr,,,,,false,1548.0,30.0,,EC+B+,1.0,,,,,,,,,,,,83923325.663,5.903,-71421.692,5.499
^{85}_{40}Zr45,40,45,Zr,,,,,false,471.6,2.4,,EC+B+,1.0,,,,,,,,,,,,84921443.199,6.902,-73175.196,6.43
^{86}_{40}Zr46,40,46,Zr,,,,,false,59400.0,360.0,,EC+B+,1.0,,,,,,,,,,,,85916296.814,3.827,-77969.023,3.566
^{87}_{40}Zr47,40,47,Zr,4.2789,0.003,,,false,6048.0,36.0,,EC+B+,1.0,,,,,,,,-0.894,0.005,0.42,0.05,86914817.338,4.45,-79347.147,4.146
^{88}_{40}Zr48,40,48,Zr,4.2787,0.0025,,,false,7205760.0,25920.0,,EC,1.0,,,,,,,,2.6,0.7,,,87910220.715,5.8,-83628.874,5.403
^{89}_{40}Zr49,40,49,Zr,4.2706,0.001,,,false,282276.0,432.0,,EC+B+,1.0,,,,,,,,-1.045,0.006,0.28,0.1,88908879.751,2.983,-84877.974,2.78
^{90}_{40}Zr50,40,50,Zr,4.2694,0.001,0.5145000000000001,0.0004,true,,,,,,,,,,,,,2.5,0.6,-0.44,0.03,89904698.755,0.126,-88772.547,0.118
^{91}_{40}Zr51,40,51,Zr,4.2845,0.0013,0.11220000000000001,0.0005,true,,,,,,,,,,,,,-1.3022,0.0004,-0.176,0.003,90905640.205,0.101,-87895.592,0.095
^{92}_{40}Zr52,40,52,Zr,4.3057,0.0013,0.17149999999999999,0.0003,true,,,,,,,,,,,,,-2.0,0.4,,,91905035.336,0.101,-88459.024,0.094
^{93}_{40}Zr53,40,53,Zr,,,,,false,50806650819093.1,1577846298729.6,,B-,1.0,,,,,,,,,,,,92906470.661,0.489,-87122.028,0.456
^{94}_{40}Zr54,40,54,Zr,4.332,0.0013,0.17379999999999998,0.0004,true,,,,,,,,,,,,,-3.2,1.6,,,93906312.523,0.175,-87269.332,0.164
^{95}_{40}Zr55,40,55,Zr,,,,,false,5532364.8,518.4,,B-,1.0,,,,,,,,1.13,0.02,0.22,0.02,94908040.276,0.933,-85659.94,0.869
^{96}_{40}Zr56,40,56,Zr,4.3512,0.0015,0.027999999999999997,0.0002,false,6.3113851949184e26,1.26227703898368e26,,,,,,,,,,,0.06,0.14,,,95908277.615,0.122,-85438.86,0.114
^{97}_{40}Zr57,40,57,Zr,4.3792,0.0136,,,false,60296.4,28.8,,B-,1.0,,,,,,,,-0.936,0.005,,,96910963.802,0.13,-82936.693,0.121
^{98}_{40}Zr58,40,58,Zr,4.4012,0.0164,,,false,30.7,0.4,,B-,1.0,,,,,,,,,,,,97912740.448,9.065,-81281.757,8.445
^{99}_{40}Zr59,40,59,Zr,4.4156,0.0181,,,false,2.1,0.1,,B-,1.0,,,,,,,,-0.929,0.004,,,98916675.081,11.271,-77616.67,10.499
^{100}_{40}Zr60,40,60,Zr,4.4891,0.0289,,,false,7.1,0.4,,B-,1.0,,,,,,,,0.6,0.06,,,99918010.499,8.742,-76372.736,8.143
^{101}_{40}Zr61,40,61,Zr,4.5119,0.0318,,,false,2.3,0.1,,B-,1.0,,,,,,,,-0.272,0.008,0.81,0.06,100921458.454,8.944,-73160.987,8.332
^{102}_{40}Zr62,40,62,Zr,4.5292,0.034,,,false,2.9,0.2,,B-,1.0,,,,,,,,0.44,0.1,,,101923154.181,9.401,-71581.427,8.758
^{103}_{40}Zr63,40,63,Zr,,,,,false,1.3,0.1,,B-,1.0,,,,,,,,,,,,102927204.054,9.9,-67808.993,9.223
^{104}_{40}Zr64,40,64,Zr,,,,,false,1.2,0.3,,B-,1.0,,,,,,,,,,,,103929449.193,10.0,-65717.66,9.316
^{105}_{40}Zr65,40,65,Zr,,,,,false,0.66,0.05,,B-,1.0,,B-N,0.02,,,,,,,,,104934021.832,13.0,-61458.274,12.11
^{106}_{40}Zr66,40,66,Zr,,,,,false,0.18,0.009,,B-,1.0,,B-N,0.07,,,,,,,,,105936930.0,215.0,-58749.0,200.0
^{107}_{40}Zr67,40,67,Zr,,,,,false,0.146,0.004,,B-,1.0,,B-N,0.23,,,,,,,,,106942007.0,322.0,-54020.0,300.0
^{108}_{40}Zr68,40,68,Zr,,,,,false,0.0774,0.0022,,B-,1.0,,B-N,,,,,,,,,,107945303.0,429.0,-50950.0,400.0
^{109}_{40}Zr69,40,69,Zr,,,,,false,0.056,0.003,,B-,1.0,,,,,,,,,,,,108950907.0,537.0,-45730.0,500.0
^{110}_{40}Zr70,40,70,Zr,,,,,false,0.0375,0.002,,B-,1.0,,B-2N,,,B-N,,,,,,,109954675.0,537.0,-42220.0,500.0
^{111}_{40}Zr71,40,71,Zr,,,,,false,0.024,0.005,,B-,1.0,,B-2N,,,B-N,,,,,,,110960837.0,644.0,-36480.0,600.0
^{112}_{40}Zr72,40,72,Zr,,,,,false,0.03,0.02,,B-,1.0,,B-2N,,,B-N,,,,,,,111965196.0,751.0,-32420.0,700.0
^{113}_{40}Zr73,40,73,Zr,,,,,false,,,,B-,1.0,,B-N,,,B-2N,,,,,,,112971723.0,322.0,-26340.0,300.0
^{114}_{40}Zr74,40,74,Zr,,,,,false,,,,B-,1.0,,B-N,,,B-2N,,,,,,,,,,
^{81}_{41}Nb40,41,40,Nb,,,,,false,2e-7,,,EC+B+,,,,,,,,,,,,,80950230.0,429.0,-46360.0,400.0
^{82}_{41}Nb41,41,41,Nb,,,,,false,0.05,0.006,1,EC+B+,1.0,,ECP,,,,,,,,,,81944380.0,322.0,-51810.0,300.0
^{83}_{41}Nb42,41,42,Nb,,,,,false,3.9,0.2,,EC+B+,1.0,,,,,,,,,,,,82938150.0,174.0,-57612.91,162.08
^{84}_{41}Nb43,41,43,Nb,,,,,false,9.8,0.9,,EC+B+,1.0,,ECP,,,,,,,,,,83934305.711,0.43,-61193.842,0.401
^{85}_{41}Nb44,41,44,Nb,,,,,false,20.5,1.2,,EC+B+,1.0,,,,,,,,,,,,84928845.836,4.4,-66279.684,4.099
^{86}_{41}Nb45,41,45,Nb,,,,,false,88.0,1.0,,EC+B+,1.0,,,,,,,,,,,,85925781.536,5.903,-69134.061,5.499
^{87}_{41}Nb46,41,46,Nb,,,,,false,222.0,6.0,,EC+B+,1.0,,,,,,,,7.0,0.9,,,86920692.473,7.302,-73874.493,6.802
^{88}_{41}Nb47,41,47,Nb,,,,,false,870.0,6.6,,EC+B+,1.0,,,,,,,,,,,,87918226.476,62.059,-76171.555,57.808
^{89}_{41}Nb48,41,48,Nb,,,,,false,7308.0,252.0,,EC+B+,1.0,,,,,,,,6.216,0.005,,,88913444.696,25.367,-80625.755,23.63
^{90}_{41}Nb49,41,49,Nb,4.2891,0.004,,,false,52560.0,180.0,,EC+B+,1.0,,,,,,,,4.946,0.004,0.01,0.04,89911259.201,3.561,-82661.531,3.317
^{91}_{41}Nb50,41,50,Nb,4.2878,0.004,,,false,21458709662.7226,4102400376.69696,,EC+B+,1.0,,,,,,,,6.513,0.003,-0.25,0.03,90906990.256,3.14,-86638.028,2.926
^{92}_{41}Nb51,41,51,Nb,4.3026,0.0043,,,false,1095025331318342.4,75736622339020.8,,EC+B+,1.0,,,,,,,,5.13,0.004,-0.35,0.03,91907188.58,1.915,-86453.29,1.784
^{93}_{41}Nb52,41,52,Nb,4.324,0.0017,1.0,,true,,,,,,,,,,,,,6.163,0.002,-0.32,0.02,92906373.17,1.599,-87212.84,1.49
^{94}_{41}Nb53,41,53,Nb,,,,,false,640605597284.218,50491081559.3472,,B-,1.0,,,,,,,,,,,,93907279.001,1.6,-86369.063,1.491
^{95}_{41}Nb54,41,54,Nb,,,,,false,3023222.4,518.4,,B-,1.0,,,,,,,,6.141,0.005,,,94906831.11,0.545,-86786.272,0.508
^{96}_{41}Nb55,41,55,Nb,,,,,false,84060.0,180.0,,B-,1.0,,,,,,,,4.975,0.004,,,95908101.586,0.157,-85602.83,0.147
^{97}_{41}Nb56,41,56,Nb,,,,,false,4326.0,42.0,,B-,1.0,,,,,,,,6.153,0.005,,,96908101.622,4.556,-85602.797,4.244
^{98}_{41}Nb57,41,57,Nb,,,,,false,2.86,0.06,,B-,1.0,,,,,,,,,,,,97910332.645,5.369,-83524.612,5.001
^{99}_{41}Nb58,41,58,Nb,4.4062,0.0125,,,false,15.0,0.2,,B-,1.0,,,,,,,,5.96,0.03,-0.41,0.14,98911609.377,12.886,-82335.344,12.004
^{100}_{41}Nb59,41,59,Nb,,,,,false,1.4,0.2,,B-,1.0,,,,,,,,,,,,99914340.578,8.562,-79791.246,7.976
^{101}_{41}Nb60,41,60,Nb,4.4861,0.0203,,,false,7.1,0.3,,B-,1.0,,,,,,,,3.186,0.002,1.05,0.07,100915306.508,4.024,-78891.488,3.749
^{102}_{41}Nb61,41,61,Nb,,,,,false,4.3,0.4,,B-,1.0,,,,,,,,,,,,101918090.447,2.695,-76298.265,2.511
^{103}_{41}Nb62,41,62,Nb,4.5097,0.0227,,,false,1.5,0.2,,B-,1.0,,,,,,,,3.133,0.004,1.08,0.09,102919453.416,4.224,-75028.667,3.935
^{104}_{41}Nb63,41,63,Nb,,,,,false,4.9,0.3,,B-,1.0,,B-N,0.0006,0.0003,,,,,,,,103922907.728,1.915,-71810.997,1.784
^{105}_{41}Nb64,41,64,Nb,,,,,false,2.91,0.05,,B-,1.0,,B-N,0.017,0.009000000000000001,,,,,,,,104924942.577,4.324,-69915.547,4.028
^{106}_{41}Nb65,41,65,Nb,,,,,false,1.02,0.05,,B-,1.0,,B-N,0.045,0.003,,,,,,,,105928928.505,1.52,-66202.678,1.416
^{107}_{41}Nb66,41,66,Nb,,,,,false,0.3,0.009,,B-,1.0,,,,,,,,,,,,106931589.685,8.612,-63723.805,8.023
